UID: 57694815
Time,Currency,Contract,Type,Direction,Quantity,Position,Filled Price,Funding,Fee Paid,Cash Flow,Change,Wallet Balance,Fee Rate,Trade ID,Order ID
2024-01-15 22:14:38,USDT,BTCUSDT,trade,Close Long,0.4640,0.0000,42400.00000000,0E-8,6.38408320,41.76000000,35.37591680,6344.97987398,0.00032450,8369f810-e930-51d4-a73f-0343f2f36e25,23725156-2e16-4246-8fbf-cf811a944893
2024-01-15 20:16:41,USDT,BTCUSDT,trade,Close Long,0.4630,0.4640,43107.70000000,0E-8,6.47665173,369.33510000,362.85844827,6309.60395718,0.00032450,c70d6dc7-a5e4-5891-ae54-b271217ed9b2,ad3adc63-de57-4f7a-8ca9-60867aa79132
2024-01-15 16:00:00,USDT,BTCUSDT,funding,Open Long,0.9270,0.9270,42281.40000000,3.91948578,3.91948578,0E-8,-3.91948578,5946.74550891,0.00010000,3f85c1f3-4c32-4b06-a3e3-63a63a9e7c9b,af78df0b-7a9c-45ad-ab39-36218742ae97
2024-01-15 15:47:39,USDT,BTCUSDT,trade,Open Long,0.9230,0.9230,42310.00000000,0E-8,3.90521300,0E-8,-3.90521300,5950.68191869,0.00010000,4363cece-8e33-5512-b4d6-90291f5c3ee6,2424637b-a78f-474e-a33b-388e20d30bb7
2024-01-15 15:47:39,USDT,BTCUSDT,trade,Open Long,0.0040,0.9270,42310.00000000,0E-8,0.01692400,0E-8,-0.01692400,5950.66499469,0.00010000,43284467-adc6-5cd2-b2ca-c9ef4b3d3944,2424637b-a78f-474e-a33b-388e20d30bb7
2024-01-14 20:02:59,USDT,BTCUSDT,trade,Close Long,0.9730,0.0000,42276.90000000,0E-8,13.34844500,-319.24130000,-332.58974500,5954.58713169,0.00032450,b22402b7-5c33-5505-82a9-2044187c71d1,d4474aa5-621d-432c-8d42-21a464e6e954
2024-01-14 20:01:45,USDT,BTCUSDT,trade,Open Long,0.9730,0.9730,42605.00000000,0E-8,4.14546650,0E-8,-4.14546650,6287.17687669,0.00010000,28c3fb10-27ba-52a2-a6fc-647ebc60ac7d,ec570bc3-148a-49fb-a6c9-2711de1e2436
2024-01-13 10:09:11,USDT,BTCUSDT,trade,Close Long,0.4640,0.0000,42698.90000000,0E-8,6.42908798,37.12000000,30.69091202,6291.32234319,0.00032450,10dc0677-a0b5-580c-b5b5-fac71cfe3055,7b5ff3ce-08e5-4c27-983c-1b9d8b9669ac
2024-01-13 08:00:00,USDT,BTCUSDT,funding,Open Long,0.4640,0.4640,43112.07000000,2.00040005,2.00040005,0E-8,-2.00040005,6260.63143117,0.00010000,1a798b95-4c00-4d6d-b6b0-b1dffee6dc74,3ca3a87f-3186-4996-93b4-a85441b90dd6
2024-01-13 07:36:23,USDT,BTCUSDT,trade,Close Long,0.0320,0.5690,43142.00000000,0E-8,0.44798653,16.73920000,16.29121347,6209.17628702,0.00032450,32914ba5-4793-52de-b067-7525223b5d2b,d75f0890-72ae-4c5c-87c7-d101ada89583
2024-01-13 07:36:23,USDT,BTCUSDT,trade,Close Long,0.0270,0.9010,43142.00000000,0E-8,0.37798864,14.12370000,13.74571136,6040.15494725,0.00032450,f86b9a2d-c156-5272-84ee-bfb8dcbd5d99,d75f0890-72ae-4c5c-87c7-d101ada89583
2024-01-13 07:36:23,USDT,BTCUSDT,trade,Close Long,0.3000,0.6010,43142.00000000,0E-8,4.19987370,156.93000000,152.73012630,6192.88507355,0.00032450,106e59e7-8568-5e64-bf87-d6f83899a71c,d75f0890-72ae-4c5c-87c7-d101ada89583
2024-01-13 07:36:23,USDT,BTCUSDT,trade,Close Long,0.1050,0.4640,43142.00000000,0E-8,1.46995580,54.92550000,53.45554420,6262.63183122,0.00032450,4516815a-f870-561f-89e2-2a570052eb03,d75f0890-72ae-4c5c-87c7-d101ada89583
2024-01-13 02:50:53,USDT,BTCUSDT,trade,Open Long,0.9280,0.9280,42618.90000000,0E-8,3.95503392,0E-8,-3.95503392,6026.40923589,0.00010000,0d2dc9a4-1249-5452-9f92-f2477700be7b,a8669112-2a85-46b3-a656-2ffbdc9c0cfc
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0010,0.0030,46929.60000000,0E-8,0.01522866,3.22730000,3.21207134,6020.72805579,0.00032450,d08040eb-a74d-5e30-8add-d3094fa64136,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0010,0.0000,46929.60000000,0E-8,0.01522866,3.22730000,3.21207134,6030.36426981,0.00032450,ce01ed02-0ec7-5338-af7a-f4dc18ed38a0,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.3430,0.0390,46932.00000000,0E-8,5.22369587,1107.78710000,1102.56340413,5905.01251369,0.00032450,048aaa17-2db7-520d-8366-b61e7223f9f8,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0030,0.0360,46932.00000000,0E-8,0.04568831,9.68910000,9.64341169,5914.65592538,0.00032450,03d9033f-0beb-54ad-bcf3-60867a5c13b2,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0010,0.0020,46929.60000000,0E-8,0.01522866,3.22730000,3.21207134,6023.94012713,0.00032450,ee1f7da9-3b57-5bc4-a1c4-d22f95c2df5b,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0010,0.0010,46929.60000000,0E-8,0.01522866,3.22730000,3.21207134,6027.15219847,0.00032450,c26f8592-d6ba-570d-9c34-df7a0a3d53da,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0010,0.0040,46930.00000000,0E-8,0.01522879,3.22770000,3.21247121,6017.51598445,0.00032450,00be7519-cc54-51c8-961c-5b3f24e9e2d0,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0210,0.0150,46932.00000000,0E-8,0.31981812,67.82370000,67.50388188,5982.15980726,0.00032450,bc15b41b-952e-5e1a-a364-ab52750f613c,a0233dce-745d-4770-99c4-aabb69bd061c
2024-01-08 22:21:00,USDT,BTCUSDT,trade,Close Long,0.0100,0.0050,46931.90000000,0E-8,0.15229402,32.29600000,32.14370598,6014.30351324,0.00032450,b3ad3fef-8838-5e7b-88bc-fcf10feba950,a0233dce-745d-4770-99c4-aabb69bd061c
